-9.747100000000000364e+02,-6.193971838166650173e-03,-9.798999999999999773e+02,-9.551461449135142945e-03,-9.718799999999999955e+02,-9.540186552419407939e-03,-9.732799999999999727e+02,-1.471117790140398854e-02,-9.684900000000000091e+02,-1.288414930361975012e-02,-9.733600000000000136e+02,-3.748939254324338416e-02,-9.758099999999999454e+02,-3.736692481205629301e-02,-9.731900000000000546e+02,-2.379354908149890202e-02,-9.707000000000000455e+02,-1.721858103457448233e-02,-9.709800000000000182e+02,-2.877923652752940528e-02,-9.740900000000000318e+02,-2.989341240448018314e-02,-9.791399999999999864e+02,-2.496977774532117833e-02,-9.707599999999999909e+02,-1.500047693384633403e-02
-9.709900000000000091e+02,2.701086070347259813e-03,-9.761799999999999500e+02,7.444031504028942757e-04,-9.681699999999999591e+02,-9.873618122627703803e-03,-9.695599999999999454e+02,-6.798161010771782385e-03,-9.647799999999999727e+02,-1.514033268174693261e-02,-9.696399999999999864e+02,-9.542124917597576833e-03,-9.720900000000000318e+02,-1.635756268556659565e-02,-9.694700000000000273e+02,-8.923672402493899869e-03,-9.669800000000000182e+02,-1.000451610582416863e-02,-9.672699999999999818e+02,-7.423085858512320535e-03,-9.703700000000000045e+02,-9.846463772796210448e-03,-9.754199999999999591e+02,2.540400372342171802e-03,-9.670399999999999636e+02,-2.161117193569958225e-02
-9.672699999999999818e+02,-6.459880650736937301e-04,-9.724600000000000364e+02,-1.071854127132724002e-02,-9.644500000000000455e+02,-1.878646299532065952e-02,-9.658500000000000227e+02,-1.378575544040378485e-02,-9.610599999999999454e+02,-2.194353298527500912e-02,-9.659199999999999591e+02,-1.996127386727359135e-02,-9.683700000000000045e+02,-9.408719442124405946e-03,-9.657500000000000000e+02,-1.012771563927834448e-02,-9.632599999999999909e+02,-3.729470115308559930e-03,-9.635499999999999545e+02,-1.016085731170662983e-02,-9.666499999999999773e+02,-1.387513652075719056e-02,-9.717100000000000364e+02,1.353996430939451850e-02,-9.633200000000000500e+02,-2.333788656008921672e-02
-9.635499999999999545e+02,-6.100334430746018506e-03,-9.687500000000000000e+02,-1.826934268044954485e-02,-9.607300000000000182e+02,-1.185341884123567412e-02,-9.621299999999999955e+02,-1.125506839724927516e-02,-9.573400000000000318e+02,-9.603747256214651210e-03,-9.622000000000000455e+02,-1.836473964901460393e-02,-9.646599999999999682e+02,-7.814390841972787549e-03,-9.620399999999999636e+02,-6.880774332055251442e-03,-9.595399999999999636e+02,-7.134643356648723983e-03,-9.598300000000000409e+02,-1.935594701317337046e-02,-9.629400000000000546e+02,-8.833225856806358606e-03,-9.679900000000000091e+02,2.769604960738174509e-03,-9.596000000000000227e+02,-2.466362111108424612e-02
-9.598400000000000318e+02,2.287789700179785821e-03,-9.650299999999999727e+02,-1.741515553827846161e-02,-9.570099999999999909e+02,-9.571558309562915208e-04,-9.584099999999999682e+02,-5.344896646165918537e-03,-9.536200000000000045e+02,-1.265097571213218662e-02,-9.584900000000000091e+02,-1.010071851517900694e-02,-9.609400000000000546e+02,-1.572158619172437863e-02,-9.583200000000000500e+02,-1.038055827499441419e-02,-9.558300000000000409e+02,-4.843331552262790385e-03,-9.561100000000000136e+02,-1.396255524656674768e-02,-9.592200000000000273e+02,-8.258042302164529669e-03,-9.642699999999999818e+02,-3.993273580398890715e-03,-9.558899999999999864e+02,-1.322937115408837766e-02
-9.561200000000000045e+02,-2.038610166532580856e-02,-9.613099999999999454e+02,-1.460397784115600138e-02,-9.532999999999999545e+02,4.753238506793384076e-03,-9.546900000000000546e+02,2.883195744357310670e-04,-9.499099999999999682e+02,-1.480715214305368659e-03,-9.547699999999999818e+02,-1.341771870432781344e-02,-9.572200000000000273e+02,-1.819830131496410694e-02,-9.546000000000000227e+02,5.221336924833639391e-03,-9.521100000000000136e+02,-8.185944107425305316e-03,-9.523899999999999864e+02,-6.767882301074237827e-03,-9.555000000000000000e+02,-9.927181137036743264e-03,-9.605499999999999545e+02,-6.428871611155948830e-03,-9.521699999999999591e+02,-9.820546438613179940e-03
-9.523999999999999773e+02,-9.993105841538282158e-03,-9.575900000000000318e+02,-1.405180973598402043e-02,-9.495800000000000409e+02,-6.784951264537187297e-03,-9.509800000000000182e+02,5.959803697556989230e-03,-9.461900000000000546e+02,-1.251647267034680308e-02,-9.510499999999999545e+02,-3.655136525446473460e-03,-9.535000000000000000e+02,-1.524203652040415427e-02,-9.508799999999999955e+02,-7.908289058995751630e-03,-9.483899999999999864e+02,-1.966476809279019220e-03,-9.486799999999999500e+02,2.044675979534237280e-03,-9.517799999999999727e+02,-7.242142711562677727e-03,-9.568300000000000409e+02,-8.028689434445283879e-03,-9.484500000000000455e+02,-1.365794259711096068e-02
-9.486799999999999500e+02,-4.155023029747909741e-03,-9.538799999999999955e+02,-2.142464909687364152e-02,-9.458600000000000136e+02,-5.862152711215184650e-03,-9.472599999999999909e+02,8.015481666004416845e-04,-9.424700000000000273e+02,1.014755010639442016e-03,-9.473300000000000409e+02,-8.595172255939786607e-03,-9.497899999999999636e+02,-3.712787375817314280e-03,-9.471699999999999591e+02,-1.729903156377602530e-02,-9.446699999999999591e+02,-1.234242997509831831e-02,-9.449600000000000364e+02,-6.175095549473136065e-04,-9.480700000000000500e+02,-1.192582201633236513e-02,-9.531200000000000045e+02,-1.961522660021935375e-03,-9.447300000000000182e+02,-5.367659958131466846e-03
-9.449700000000000273e+02,-1.081245037858647590e-02,-9.501599999999999682e+02,1.261599398960766734e-03,-9.421399999999999864e+02,-9.353666017603705016e-03,-9.435399999999999636e+02,-8.468263637813304087e-03,-9.387500000000000000e+02,4.679367593475288259e-03,-9.436200000000000045e+02,-9.956921976835713534e-03,-9.460700000000000500e+02,2.831336359997803538e-03,-9.434500000000000455e+02,-1.287690086077738875e-02,-9.409500000000000455e+02,-1.610320392842830295e-02,-9.412400000000000091e+02,-5.967074811791231621e-03,-9.443500000000000227e+02,-1.470883008467328140e-02,-9.493999999999999773e+02,-1.251328094557418481e-02,-9.410199999999999818e+02,-6.424738842645792702e-04
-9.412500000000000000e+02,4.408105825745128360e-03,-9.464400000000000546e+02,-1.177136215491310020e-02,-9.384299999999999500e+02,-1.794588599071284506e-03,-9.398200000000000500e+02,-1.760927197341115996e-02,-9.350399999999999636e+02,1.210466836111976502e-02,-9.398999999999999773e+02,-2.810089433026086853e-02,-9.423500000000000227e+02,-7.337160948501623287e-03,-9.397300000000000182e+02,-2.739192358848703025e-03,-9.372400000000000091e+02,-1.745699414516869996e-02,-9.375199999999999818e+02,-1.388088010363832704e-02,-9.406299999999999955e+02,-3.441661983963831793e-03,-9.456799999999999500e+02,-1.115305996753205089e-02,-9.372999999999999545e+02,-2.672354602814359676e-03
